frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[49.91326904296875 59.033817291259766 560.481689453125 381.079833984375],[229.59457397460938 262.35888671875 372.83544921875 307.4071044921875],0.7317746877670288,F4K YO,0.7627807726800068
